sex,country,year,age,suicides_no,population,suicides/100k pop,HDI for year,gdp_for_year ($) ,gdp_per_capita ($)
female,Romania,1989,75+ years,69,555000,"12,43",,42105263158,1973
female,Romania,1990,15-24 years,69,1887200,"3,66",703,38995454545,1822
female,Romania,1990,25-34 years,57,1521500,"3,75",703,38995454545,1822
female,Romania,1990,35-54 years,167,2919600,"5,72",703,38995454545,1822
female,Romania,1990,5-14 years,3,1790800,"0,17",703,38995454545,1822
female,Romania,1990,55-74 years,196,2188100,"8,96",703,38995454545,1822
female,Romania,1990,75+ years,64,566300,"11,3",703,38995454545,1822
female,Romania,1991,15-24 years,52,1946600,"2,67",,28998684211,1351
female,Romania,1991,25-34 years,60,1462900,"4,1",,28998684211,1351
female,Romania,1991,35-54 years,161,2938000,"5,48",,28998684211,1351
female,Romania,1991,5-14 years,2,1760700,"0,11",,28998684211,1351
female,Romania,1991,55-74 years,183,2236300,"8,18",,28998684211,1351
female,Romania,1991,75+ years,65,559700,"11,61",,28998684211,1351
female,Romania,1992,15-24 years,65,1959800,"3,32",,25121666667,1183
female,Romania,1992,25-34 years,58,1374900,"4,22",,25121666667,1183
female,Romania,1992,35-54 years,188,2906600,"6,47",,25121666667,1183
female,Romania,1992,5-14 years,4,1734300,"0,23",,25121666667,1183
female,Romania,1992,55-74 years,189,2295000,"8,24",,25121666667,1183
female,Romania,1992,75+ years,69,553400,"12,47",,25121666667,1183
female,Romania,1993,15-24 years,57,1886900,"3,02",,26362894737,1237
female,Romania,1993,25-34 years,51,1468500,"3,47",,26362894737,1237
female,Romania,1993,35-54 years,194,2917900,"6,65",,26362894737,1237
female,Romania,1993,5-14 years,2,1714000,"0,12",,26362894737,1237
female,Romania,1993,55-74 years,217,2366500,"9,17",,26362894737,1237
female,Romania,1993,75+ years,62,516800,12,,26362894737,1237
female,Romania,1994,15-24 years,57,1864500,"3,06",,30074440483,1406
female,Romania,1994,25-34 years,61,1518200,"4,02",,30074440483,1406
female,Romania,1994,35-54 years,190,2920000,"6,51",,30074440483,1406
female,Romania,1994,5-14 years,5,1694100,"0,3",,30074440483,1406
female,Romania,1994,55-74 years,221,2412500,"9,16",,30074440483,1406
female,Romania,1994,75+ years,55,508000,"10,83",,30074440483,1406
female,Romania,1995,15-24 years,49,1855500,"2,64","0,69",37662075750,1756
female,Romania,1995,25-34 years,65,1560400,"4,17","0,69",37662075750,1756
female,Romania,1995,35-54 years,191,2913000,"6,56","0,69",37662075750,1756
female,Romania,1995,5-14 years,4,1672700,"0,24","0,69",37662075750,1756
female,Romania,1995,55-74 years,193,2432500,"7,93","0,69",37662075750,1756
female,Romania,1995,75+ years,35,523500,"6,69","0,69",37662075750,1756
female,Romania,1996,15-24 years,37,1856200,"1,99",,37182938696,1738
female,Romania,1996,25-34 years,42,1590500,"2,64",,37182938696,1738
female,Romania,1996,35-54 years,177,2926100,"6,05",,37182938696,1738
female,Romania,1996,5-14 years,2,1611700,"0,12",,37182938696,1738
female,Romania,1996,55-74 years,196,2421700,"8,09",,37182938696,1738
female,Romania,1996,75+ years,39,531400,"7,34",,37182938696,1738
female,Romania,1997,15-24 years,48,1850300,"2,59",,35838588170,1677
female,Romania,1997,25-34 years,41,1625900,"2,52",,35838588170,1677
female,Romania,1997,35-54 years,172,2924900,"5,88",,35838588170,1677
female,Romania,1997,5-14 years,4,1567300,"0,26",,35838588170,1677
female,Romania,1997,55-74 years,173,2409000,"7,18",,35838588170,1677
female,Romania,1997,75+ years,46,554700,"8,29",,35838588170,1677
female,Romania,1998,15-24 years,54,1831300,"2,95",,41976002704,1967
female,Romania,1998,25-34 years,52,1665800,"3,12",,41976002704,1967
female,Romania,1998,35-54 years,175,2927600,"5,98",,41976002704,1967
female,Romania,1998,5-14 years,0,1535400,0,,41976002704,1967
female,Romania,1998,55-74 years,168,2387500,"7,04",,41976002704,1967
female,Romania,1998,75+ years,39,576700,"6,76",,41976002704,1967
female,Romania,1999,15-24 years,47,1800200,"2,61",,36183003978,1698
female,Romania,1999,25-34 years,51,1720700,"2,96",,36183003978,1698
female,Romania,1999,35-54 years,163,2925700,"5,57",,36183003978,1698
female,Romania,1999,5-14 years,4,1501800,"0,27",,36183003978,1698
female,Romania,1999,55-74 years,183,2369700,"7,72",,36183003978,1698
female,Romania,1999,75+ years,53,597400,"8,87",,36183003978,1698
female,Romania,2000,15-24 years,32,1771300,"1,81",706,37438527800,1758
female,Romania,2000,25-34 years,58,1792700,"3,24",706,37438527800,1758
female,Romania,2000,35-54 years,179,2929500,"6,11",706,37438527800,1758
female,Romania,2000,5-14 years,6,1445200,"0,42",706,37438527800,1758
female,Romania,2000,55-74 years,171,2347300,"7,28",706,37438527800,1758
female,Romania,2000,75+ years,65,623400,"10,43",706,37438527800,1758
female,Romania,2001,15-24 years,31,1739076,"1,78",,40716836998,1914
female,Romania,2001,25-34 years,36,1868696,"1,93",,40716836998,1914
female,Romania,2001,35-54 years,138,2921486,"4,72",,40716836998,1914
female,Romania,2001,5-14 years,5,1393646,"0,36",,40716836998,1914
female,Romania,2001,55-74 years,178,2329886,"7,64",,40716836998,1914
female,Romania,2001,75+ years,54,653462,"8,26",,40716836998,1914
female,Romania,2002,15-24 years,38,1659695,"2,29",,46174557556,2231
female,Romania,2002,25-34 years,58,1810431,"3,2",,46174557556,2231
female,Romania,2002,35-54 years,175,2875101,"6,09",,46174557556,2231
female,Romania,2002,5-14 years,11,1312484,"0,84",,46174557556,2231
female,Romania,2002,55-74 years,187,2292484,"8,16",,46174557556,2231
female,Romania,2002,75+ years,59,669890,"8,81",,46174557556,2231
female,Romania,2003,15-24 years,45,1654756,"2,72",,59867801205,2898
female,Romania,2003,25-34 years,36,1733161,"2,08",,59867801205,2898
female,Romania,2003,35-54 years,188,2993019,"6,28",,59867801205,2898
female,Romania,2003,5-14 years,8,1248839,"0,64",,59867801205,2898
female,Romania,2003,55-74 years,176,2280751,"7,72",,59867801205,2898
female,Romania,2003,75+ years,55,692956,"7,94",,59867801205,2898
female,Romania,2004,15-24 years,33,1644876,"2,01",,76216441462,3698
female,Romania,2004,25-34 years,49,1706579,"2,87",,76216441462,3698
female,Romania,2004,35-54 years,130,3030172,"4,29",,76216441462,3698
female,Romania,2004,5-14 years,3,1190092,"0,25",,76216441462,3698
female,Romania,2004,55-74 years,174,2298125,"7,57",,76216441462,3698
female,Romania,2004,75+ years,55,715640,"7,69",,76216441462,3698
female,Romania,2005,15-24 years,28,1636907,"1,71",751,99697566668,4847
female,Romania,2005,25-34 years,34,1693275,"2,01",751,99697566668,4847
female,Romania,2005,35-54 years,146,3045324,"4,79",751,99697566668,4847
female,Romania,2005,5-14 years,4,1130993,"0,35",751,99697566668,4847
female,Romania,2005,55-74 years,187,2321086,"8,06",751,99697566668,4847
female,Romania,2005,75+ years,71,740695,"9,59",751,99697566668,4847
female,Romania,2006,15-24 years,33,1591081,"2,07",,123533036668,6018
female,Romania,2006,25-34 years,36,1693804,"2,13",,123533036668,6018
female,Romania,2006,35-54 years,160,3052218,"5,24",,123533036668,6018
female,Romania,2006,5-14 years,1,1110276,"0,09",,123533036668,6018
female,Romania,2006,55-74 years,188,2337396,"8,04",,123533036668,6018
female,Romania,2006,75+ years,63,764708,"8,24",,123533036668,6018
female,Romania,2007,15-24 years,24,1555447,"1,54",,175933642292,8593
female,Romania,2007,25-34 years,45,1686938,"2,67",,175933642292,8593
female,Romania,2007,35-54 years,159,3054484,"5,21",,175933642292,8593
female,Romania,2007,5-14 years,7,1084690,"0,65",,175933642292,8593
female,Romania,2007,55-74 years,144,2350957,"6,13",,175933642292,8593
female,Romania,2007,75+ years,67,791656,"8,46",,175933642292,8593
female,Romania,2008,15-24 years,30,1526352,"1,97",,213605065703,10454
female,Romania,2008,25-34 years,38,1674401,"2,27",,213605065703,10454
female,Romania,2008,35-54 years,133,3048866,"4,36",,213605065703,10454
female,Romania,2008,5-14 years,7,1069130,"0,65",,213605065703,10454
female,Romania,2008,55-74 years,175,2371605,"7,38",,213605065703,10454
female,Romania,2008,75+ years,63,815912,"7,72",,213605065703,10454
female,Romania,2009,15-24 years,39,1491923,"2,61",,172611845342,8465
female,Romania,2009,25-34 years,32,1658906,"1,93",,172611845342,8465
female,Romania,2009,35-54 years,131,3055180,"4,29",,172611845342,8465
female,Romania,2009,5-14 years,10,1054871,"0,95",,172611845342,8465
female,Romania,2009,55-74 years,124,2388417,"5,19",,172611845342,8465
female,Romania,2009,75+ years,53,838699,"6,32",,172611845342,8465
female,Romania,2010,15-24 years,38,1433832,"2,65",785,166658327827,8190
female,Romania,2010,25-34 years,36,1649535,"2,18",785,166658327827,8190
female,Romania,2010,35-54 years,147,3050480,"4,82",785,166658327827,8190
female,Romania,2010,5-14 years,5,1050796,"0,48",785,166658327827,8190
female,Romania,2010,55-74 years,177,2425485,"7,3",785,166658327827,8190
female,Romania,2010,75+ years,59,861006,"6,85",785,166658327827,8190
female,Romania,2011,15-24 years,30,1379354,"2,17",786,184367381749,9086
female,Romania,2011,25-34 years,30,1635487,"1,83",786,184367381749,9086
female,Romania,2011,35-54 years,117,3048485,"3,84",786,184367381749,9086
female,Romania,2011,5-14 years,3,1046640,"0,29",786,184367381749,9086
female,Romania,2011,55-74 years,152,2450665,"6,2",786,184367381749,9086
female,Romania,2011,75+ years,62,884450,"7,01",786,184367381749,9086
female,Romania,2012,15-24 years,27,1168598,"2,31",788,171664638717,9015
female,Romania,2012,25-34 years,32,1373925,"2,33",788,171664638717,9015
female,Romania,2012,35-54 years,112,2816257,"3,98",788,171664638717,9015
female,Romania,2012,5-14 years,5,1043161,"0,48",788,171664638717,9015
female,Romania,2012,55-74 years,135,2465486,"5,48",788,171664638717,9015
female,Romania,2012,75+ years,42,927366,"4,53",788,171664638717,9015
female,Romania,2013,15-24 years,22,1124343,"1,96",791,191549024911,10080
female,Romania,2013,25-34 years,29,1355015,"2,14",791,191549024911,10080
female,Romania,2013,35-54 years,119,2811283,"4,23",791,191549024911,10080
female,Romania,2013,5-14 years,6,1038632,"0,58",791,191549024911,10080
female,Romania,2013,55-74 years,135,2471792,"5,46",791,191549024911,10080
female,Romania,2013,75+ years,53,952420,"5,56",791,191549024911,10080
female,Romania,2014,15-24 years,14,1087344,"1,29",793,199493490983,10526
female,Romania,2014,25-34 years,18,1335635,"1,35",793,199493490983,10526
female,Romania,2014,35-54 years,91,2812215,"3,24",793,199493490983,10526
female,Romania,2014,5-14 years,3,1035456,"0,29",793,199493490983,10526
female,Romania,2014,55-74 years,138,2470673,"5,59",793,199493490983,10526
female,Romania,2014,75+ years,58,976072,"5,94",793,199493490983,10526
female,Romania,2015,15-24 years,15,1060311,"1,41",,177911101680,9431
female,Romania,2015,25-34 years,24,1307443,"1,84",,177911101680,9431
female,Romania,2015,35-54 years,104,2818504,"3,69",,177911101680,9431
female,Romania,2015,5-14 years,4,1029722,"0,39",,177911101680,9431
female,Romania,2015,55-74 years,129,2467460,"5,23",,177911101680,9431
female,Romania,2015,75+ years,66,991307,"6,66",,177911101680,9431
female,Romania,2016,15-24 years,14,1041307,"1,34",,187805922349,10020
female,Romania,2016,25-34 years,27,1264645,"2,13",,187805922349,10020
female,Romania,2016,35-54 years,96,2823207,"3,4",,187805922349,10020
female,Romania,2016,5-14 years,,,,,,
female,Romania,2016,55-74 years,112,2462909,"4,55",,187805922349,10020
female,Romania,2016,75+ years,61,997868,"6,11",,187805922349,10020
female,Russian Federation,1985,15-24 years,,,,,,
female,Russian Federation,1985,25-34 years,,,,,,
female,Russian Federation,1985,35-54 years,,,,,,
female,Russian Federation,1985,5-14 years,,,,,,
female,Russian Federation,1985,55-74 years,,,,,,
female,Russian Federation,1985,75+ years,,,,,,
female,Russian Federation,1986,15-24 years,,,,,,
female,Russian Federation,1986,25-34 years,,,,,,
female,Russian Federation,1986,35-54 years,,,,,,
female,Russian Federation,1986,5-14 years,,,,,,
female,Russian Federation,1986,55-74 years,,,,,,
female,Russian Federation,1986,75+ years,,,,,,
female,Russian Federation,1987,15-24 years,,,,,,
female,Russian Federation,1987,25-34 years,,,,,,
female,Russian Federation,1987,35-54 years,,,,,,
female,Russian Federation,1987,5-14 years,,,,,,
female,Russian Federation,1987,55-74 years,,,,,,
female,Russian Federation,1987,75+ years,,,,,,
female,Russian Federation,1988,15-24 years,,,,,,
female,Russian Federation,1988,25-34 years,,,,,,
female,Russian Federation,1988,35-54 years,,,,,,
female,Russian Federation,1988,5-14 years,,,,,,
female,Russian Federation,1988,55-74 years,,,,,,
female,Russian Federation,1988,75+ years,,,,,,
female,Russian Federation,1989,15-24 years,628,9650700,"6,51",,506500173960,3740
female,Russian Federation,1989,25-34 years,827,12470000,"6,63",,506500173960,3740
female,Russian Federation,1989,35-54 years,2326,19316700,"12,04",,506500173960,3740
female,Russian Federation,1989,5-14 years,48,10898600,"0,44",,506500173960,3740
female,Russian Federation,1989,55-74 years,3042,15522500,"19,6",,506500173960,3740
female,Russian Federation,1989,75+ years,1677,4738100,"35,39",,506500173960,3740
female,Russian Federation,1990,15-24 years,641,9649700,"6,64",,516814274022,3789
female,Russian Federation,1990,25-34 years,910,12197600,"7,46",,516814274022,3789
female,Russian Federation,1990,35-54 years,2467,19730400,"12,5",,516814274022,3789
female,Russian Federation,1990,5-14 years,52,11049400,"0,47",,516814274022,3789
female,Russian Federation,1990,55-74 years,3064,15534000,"19,72",,516814274022,3789
female,Russian Federation,1990,75+ years,1608,4847400,"33,17",,516814274022,3789
female,Russian Federation,1991,15-24 years,642,9697300,"6,62",,517962962963,3773
female,Russian Federation,1991,25-34 years,888,11901200,"7,46",,517962962963,3773
female,Russian Federation,1991,35-54 years,2429,19987200,"12,15",,517962962963,3773
female,Russian Federation,1991,5-14 years,65,11204500,"0,58",,517962962963,3773
female,Russian Federation,1991,55-74 years,2926,15781500,"18,54",,517962962963,3773
female,Russian Federation,1991,75+ years,1510,4831000,"31,26",,517962962963,3773
female,Russian Federation,1992,15-24 years,704,9791500,"7,19",,460290556901,3333
female,Russian Federation,1992,25-34 years,990,11561000,"8,56",,460290556901,3333
female,Russian Federation,1992,35-54 years,2768,20093200,"13,78",,460290556901,3333
female,Russian Federation,1992,5-14 years,76,11376200,"0,67",,460290556901,3333
female,Russian Federation,1992,55-74 years,3133,16206600,"19,33",,460290556901,3333
female,Russian Federation,1992,75+ years,1458,4741300,"30,75",,460290556901,3333
female,Russian Federation,1993,15-24 years,785,9824100,"7,99",,435083713851,3160
female,Russian Federation,1993,25-34 years,1154,11063800,"10,43",,435083713851,3160
female,Russian Federation,1993,35-54 years,3163,20012400,"15,81",,435083713851,3160
female,Russian Federation,1993,5-14 years,93,11376500,"0,82",,435083713851,3160
female,Russian Federation,1993,55-74 years,3433,16579000,"20,71",,435083713851,3160
female,Russian Federation,1993,75+ years,1468,4615000,"31,81",,435083713851,3160
female,Russian Federation,1994,15-24 years,915,10036800,"9,12",,395077301248,2853
female,Russian Federation,1994,25-34 years,1198,10708700,"11,19",,395077301248,2853
female,Russian Federation,1994,35-54 years,3257,20124300,"16,18",,395077301248,2853
female,Russian Federation,1994,5-14 years,75,11447200,"0,66",,395077301248,2853
female,Russian Federation,1994,55-74 years,3489,16977700,"20,55",,395077301248,2853
female,Russian Federation,1994,75+ years,1454,4526500,"32,12",,395077301248,2853
female,Russian Federation,1995,15-24 years,1003,10253200,"9,78",,395531066563,2844
female,Russian Federation,1995,25-34 years,1179,10375900,"11,36",,395531066563,2844
female,Russian Federation,1995,35-54 years,3328,20339300,"16,36",,395531066563,2844
female,Russian Federation,1995,5-14 years,78,11419400,"0,68",,395531066563,2844
female,Russian Federation,1995,55-74 years,3499,17293700,"20,23",,395531066563,2844
female,Russian Federation,1995,75+ years,1546,4436700,"34,85",,395531066563,2844
female,Russian Federation,1996,15-24 years,904,10409100,"8,68",,391719993757,2813
female,Russian Federation,1996,25-34 years,1127,10062400,"11,2",,391719993757,2813
female,Russian Federation,1996,35-54 years,2953,20618800,"14,32",,391719993757,2813
female,Russian Federation,1996,5-14 years,78,11267400,"0,69",,391719993757,2813
female,Russian Federation,1996,55-74 years,3205,17502200,"18,31",,391719993757,2813
female,Russian Federation,1996,75+ years,1418,4369100,"32,46",,391719993757,2813
female,Russian Federation,1997,15-24 years,945,10556600,"8,95",,404926534140,2907
female,Russian Federation,1997,25-34 years,1050,9833800,"10,68",,404926534140,2907
female,Russian Federation,1997,35-54 years,2819,21047500,"13,39",,404926534140,2907
female,Russian Federation,1997,5-14 years,76,10988200,"0,69",,404926534140,2907
female,Russian Federation,1997,55-74 years,3180,17453600,"18,22",,404926534140,2907
female,Russian Federation,1997,75+ years,1424,4360900,"32,65",,404926534140,2907
female,Russian Federation,1998,15-24 years,927,10752700,"8,62",,270953116950,1948
female,Russian Federation,1998,25-34 years,902,9685600,"9,31",,270953116950,1948
female,Russian Federation,1998,35-54 years,2715,21695000,"12,51",,270953116950,1948
female,Russian Federation,1998,5-14 years,79,10548900,"0,75",,270953116950,1948
female,Russian Federation,1998,55-74 years,2917,17046200,"17,11",,270953116950,1948
female,Russian Federation,1998,75+ years,1431,4434700,"32,27",,270953116950,1948
female,Russian Federation,1999,15-24 years,1080,10957600,"9,86",,195905767669,1412
female,Russian Federation,1999,25-34 years,1041,9616300,"10,83",,195905767669,1412
female,Russian Federation,1999,35-54 years,3128,22337800,14,,195905767669,1412
female,Russian Federation,1999,5-14 years,98,10037400,"0,98",,195905767669,1412
female,Russian Federation,1999,55-74 years,3072,16457600,"18,67",,195905767669,1412
female,Russian Federation,1999,75+ years,1490,4569600,"32,61",,195905767669,1412
female,Russian Federation,2000,15-24 years,1015,11120027,"9,13",,259708496267,1879
female,Russian Federation,2000,25-34 years,1027,9648389,"10,64",,259708496267,1879
female,Russian Federation,2000,35-54 years,2926,22830770,"12,82",,259708496267,1879
female,Russian Federation,2000,5-14 years,103,9543220,"1,08",,259708496267,1879
female,Russian Federation,2000,55-74 years,2646,15887955,"16,65",,259708496267,1879
female,Russian Federation,2000,75+ years,1382,4729070,"29,22",,259708496267,1879
female,Russian Federation,2001,15-24 years,1065,11270161,"9,45",,306602673980,2229
female,Russian Federation,2001,25-34 years,1087,9733290,"11,17",,306602673980,2229
female,Russian Federation,2001,35-54 years,2920,23046634,"12,67",,306602673980,2229
female,Russian Federation,2001,5-14 years,114,8998521,"1,27",,306602673980,2229
female,Russian Federation,2001,55-74 years,2471,15506563,"15,94",,306602673980,2229
female,Russian Federation,2001,75+ years,1349,4919708,"27,42",,306602673980,2229
female,Russian Federation,2002,15-24 years,1054,11425220,"9,23",,345110438692,2527
female,Russian Federation,2002,25-34 years,1086,9838656,"11,04",,345110438692,2527
female,Russian Federation,2002,35-54 years,2910,22995821,"12,65",,345110438692,2527
female,Russian Federation,2002,5-14 years,83,8396266,"0,99",,345110438692,2527
female,Russian Federation,2002,55-74 years,2472,15292297,"16,17",,345110438692,2527
female,Russian Federation,2002,75+ years,1452,5126645,"28,32",,345110438692,2527
female,Russian Federation,2003,15-24 years,969,11942216,"8,11",,430347770732,3141
female,Russian Federation,2003,25-34 years,1050,10257511,"10,24",,430347770732,3141
female,Russian Federation,2003,35-54 years,2718,23024470,"11,8",,430347770732,3141
female,Russian Federation,2003,5-14 years,79,7960126,"0,99",,430347770732,3141
female,Russian Federation,2003,55-74 years,2214,15243314,"14,52",,430347770732,3141
female,Russian Federation,2003,75+ years,1420,5170321,"27,46",,430347770732,3141
female,Russian Federation,2004,15-24 years,992,12088752,"8,21",,591016690743,4312
female,Russian Federation,2004,25-34 years,1042,10494419,"9,93",,591016690743,4312
female,Russian Federation,2004,35-54 years,2668,22956701,"11,62",,591016690743,4312
female,Russian Federation,2004,5-14 years,73,7572781,"0,96",,591016690743,4312
female,Russian Federation,2004,55-74 years,2029,15236313,"13,32",,591016690743,4312
female,Russian Federation,2004,75+ years,1398,5370057,"26,03",,591016690743,4312
female,Russian Federation,2005,15-24 years,904,12011488,"7,53",,764017107992,5611
female,Russian Federation,2005,25-34 years,992,10640505,"9,32",,764017107992,5611
female,Russian Federation,2005,35-54 years,2311,22722081,"10,17",,764017107992,5611
female,Russian Federation,2005,5-14 years,69,7138064,"0,97",,764017107992,5611
female,Russian Federation,2005,55-74 years,1884,15297324,"12,32",,764017107992,5611
female,Russian Federation,2005,75+ years,1304,5535287,"23,56",,764017107992,5611
female,Russian Federation,2006,15-24 years,869,11819245,"7,35",,989930542279,7313
female,Russian Federation,2006,25-34 years,974,10784340,"9,03",,989930542279,7313
female,Russian Federation,2006,35-54 years,2189,22545749,"9,71",,989930542279,7313
female,Russian Federation,2006,5-14 years,75,6808787,"1,1",,989930542279,7313
female,Russian Federation,2006,55-74 years,1719,15405634,"11,16",,989930542279,7313
female,Russian Federation,2006,75+ years,1401,5646287,"24,81",,989930542279,7313
female,Russian Federation,2007,15-24 years,949,11502702,"8,25",,1299705247686,9643
female,Russian Federation,2007,25-34 years,1051,10944247,"9,6",,1299705247686,9643
female,Russian Federation,2007,35-54 years,2176,22379725,"9,72",,1299705247686,9643
female,Russian Federation,2007,5-14 years,69,6605348,"1,04",,1299705247686,9643
female,Russian Federation,2007,55-74 years,1738,15620091,"11,13",,1299705247686,9643
female,Russian Federation,2007,75+ years,1358,5710937,"23,78",,1299705247686,9643
female,Russian Federation,2008,15-24 years,916,11025088,"8,31",,1660844408500,12359
female,Russian Federation,2008,25-34 years,981,11179123,"8,78",,1660844408500,12359
female,Russian Federation,2008,35-54 years,2040,22229346,"9,18",,1660844408500,12359
female,Russian Federation,2008,5-14 years,90,6539687,"1,38",,1660844408500,12359
female,Russian Federation,2008,55-74 years,1613,15906813,"10,14",,1660844408500,12359
female,Russian Federation,2008,75+ years,1285,5714841,"22,49",,1660844408500,12359
female,Russian Federation,2009,15-24 years,839,10472951,"8,01",,1222643696992,9118
female,Russian Federation,2009,25-34 years,986,11440839,"8,62",,1222643696992,9118
female,Russian Federation,2009,35-54 years,1930,22050450,"8,75",,1222643696992,9118
female,Russian Federation,2009,5-14 years,78,6552868,"1,19",,1222643696992,9118
female,Russian Federation,2009,55-74 years,1519,16287675,"9,33",,1222643696992,9118
female,Russian Federation,2009,75+ years,1133,5657810,"20,03",,1222643696992,9118
female,Russian Federation,2010,15-24 years,763,10241329,"7,45",,1524916112079,11307
female,Russian Federation,2010,25-34 years,893,11473939,"7,78",,1524916112079,11307
female,Russian Federation,2010,35-54 years,1680,21894031,"7,67",,1524916112079,11307
female,Russian Federation,2010,5-14 years,64,6682338,"0,96",,1524916112079,11307
female,Russian Federation,2010,55-74 years,1354,16921727,8,,1524916112079,11307
female,Russian Federation,2010,75+ years,1041,5711389,"18,23",,1524916112079,11307
female,Russian Federation,2011,15-24 years,740,9723773,"7,61",,2051661732060,15226
female,Russian Federation,2011,25-34 years,843,11638171,"7,24",,2051661732060,15226
female,Russian Federation,2011,35-54 years,1515,21733089,"6,97",,2051661732060,15226
female,Russian Federation,2011,5-14 years,67,6720399,1,,2051661732060,15226
female,Russian Federation,2011,55-74 years,1300,17200185,"7,56",,2051661732060,15226
female,Russian Federation,2011,75+ years,1103,5829088,"18,92",,2051661732060,15226
female,Russian Federation,2012,15-24 years,627,9131383,"6,87",,2210256976945,16413
female,Russian Federation,2012,25-34 years,866,11827264,"7,32",,2210256976945,16413
female,Russian Federation,2012,35-54 years,1572,21564691,"7,29",,2210256976945,16413
female,Russian Federation,2012,5-14 years,65,6819793,"0,95",,2210256976945,16413
female,Russian Federation,2012,55-74 years,1229,17375445,"7,07",,2210256976945,16413
female,Russian Federation,2012,75+ years,1095,6062562,"18,06",,2210256976945,16413
female,Russian Federation,2013,15-24 years,511,8554683,"5,97",,2297128039058,17052
female,Russian Federation,2013,25-34 years,803,11984461,"6,7",,2297128039058,17052
female,Russian Federation,2013,35-54 years,1454,21385188,"6,8",,2297128039058,17052
female,Russian Federation,2013,5-14 years,54,6979537,"0,77",,2297128039058,17052
female,Russian Federation,2013,55-74 years,1154,17517861,"6,59",,2297128039058,17052
female,Russian Federation,2013,75+ years,1000,6355318,"15,73",,2297128039058,17052
female,Russian Federation,2014,15-24 years,467,8554683,"5,46",,2063662665172,15319
female,Russian Federation,2014,25-34 years,723,11984461,"6,03",,2063662665172,15319
female,Russian Federation,2014,35-54 years,1297,21385188,"6,06",,2063662665172,15319
female,Russian Federation,2014,5-14 years,44,6979537,"0,63",,2063662665172,15319
female,Russian Federation,2014,55-74 years,1105,17517861,"6,31",,2063662665172,15319
female,Russian Federation,2014,75+ years,1019,6355318,"16,03",,2063662665172,15319
female,Russian Federation,2015,15-24 years,378,7653174,"4,94",,1368400705491,9987
female,Russian Federation,2015,25-34 years,730,12264840,"5,95",,1368400705491,9987
female,Russian Federation,2015,35-54 years,1391,21387236,"6,5",,1368400705491,9987
female,Russian Federation,2015,5-14 years,57,7464309,"0,76",,1368400705491,9987
female,Russian Federation,2015,55-74 years,1062,18280577,"5,81",,1368400705491,9987
female,Russian Federation,2015,75+ years,953,6957819,"13,7",,1368400705491,9987
female,Russian Federation,2016,15-24 years,,,,,,
female,Russian Federation,2016,25-34 years,,,,,,
female,Russian Federation,2016,35-54 years,,,,,,
female,Russian Federation,2016,5-14 years,,,,,,
female,Russian Federation,2016,55-74 years,,,,,,
female,Russian Federation,2016,75+ years,,,,,,
female,Saint Kitts and Nevis,1985,15-24 years,,,,,,
female,Saint Kitts and Nevis,1985,25-34 years,,,,,,
female,Saint Kitts and Nevis,1985,35-54 years,,,,,,
female,Saint Kitts and Nevis,1985,5-14 years,,,,,,
female,Saint Kitts and Nevis,1985,55-74 years,,,,,,
female,Saint Kitts and Nevis,1985,75+ years,,,,,,
female,Saint Kitts and Nevis,1986,15-24 years,,,,,,
female,Saint Kitts and Nevis,1986,25-34 years,,,,,,
female,Saint Kitts and Nevis,1986,35-54 years,,,,,,
female,Saint Kitts and Nevis,1986,5-14 years,,,,,,
female,Saint Kitts and Nevis,1986,55-74 years,,,,,,
female,Saint Kitts and Nevis,1986,75+ years,,,,,,
female,Saint Kitts and Nevis,1987,15-24 years,,,,,,
female,Saint Kitts and Nevis,1987,25-34 years,,,,,,
female,Saint Kitts and Nevis,1987,35-54 years,,,,,,
female,Saint Kitts and Nevis,1987,5-14 years,,,,,,
female,Saint Kitts and Nevis,1987,55-74 years,,,,,,
female,Saint Kitts and Nevis,1987,75+ years,,,,,,
female,Saint Kitts and Nevis,1988,15-24 years,,,,,,
female,Saint Kitts and Nevis,1988,25-34 years,,,,,,
female,Saint Kitts and Nevis,1988,35-54 years,,,,,,
female,Saint Kitts and Nevis,1988,5-14 years,,,,,,
female,Saint Kitts and Nevis,1988,55-74 years,,,,,,
female,Saint Kitts and Nevis,1988,75+ years,,,,,,
female,Saint Kitts and Nevis,1989,15-24 years,,,,,,
female,Saint Kitts and Nevis,1989,25-34 years,,,,,,
female,Saint Kitts and Nevis,1989,35-54 years,,,,,,
female,Saint Kitts and Nevis,1989,5-14 years,,,,,,
female,Saint Kitts and Nevis,1989,55-74 years,,,,,,
female,Saint Kitts and Nevis,1989,75+ years,,,,,,
female,Saint Kitts and Nevis,1990,15-24 years,0,4900,0,,208740444,5339
female,Saint Kitts and Nevis,1990,25-34 years,0,2600,0,,208740444,5339
female,Saint Kitts and Nevis,1990,35-54 years,0,2900,0,,208740444,5339
female,Saint Kitts and Nevis,1990,5-14 years,0,5700,0,,208740444,5339
female,Saint Kitts and Nevis,1990,55-74 years,0,3300,0,,208740444,5339
female,Saint Kitts and Nevis,1990,75+ years,0,1000,0,,208740444,5339
female,Saint Kitts and Nevis,1991,15-24 years,0,4900,0,,209880963,5368
female,Saint Kitts and Nevis,1991,25-34 years,0,2600,0,,209880963,5368
female,Saint Kitts and Nevis,1991,35-54 years,0,2900,0,,209880963,5368
