,sex,country,year,age,generation,suicides_no,population,suicides/100k pop,HDI for year,gdp_for_year ($) ,gdp_per_capita ($)
31128,male,Netherlands,1989,15-24 years,Generation X,109.0,1224000.0,8.91,,255039560740.0,18310.0
31129,male,Netherlands,1989,25-34 years,Boomers,195.0,1269800.0,15.36,,255039560740.0,18310.0
31130,male,Netherlands,1989,35-54 years,Silent,330.0,2026600.0,16.28,,255039560740.0,18310.0
31131,male,Netherlands,1989,5-14 years,Generation X,3.0,916100.0,0.33,,255039560740.0,18310.0
31132,male,Netherlands,1989,55-74 years,G.I. Generation,236.0,1155700.0,20.42,,255039560740.0,18310.0
31133,male,Netherlands,1989,75+ years,G.I. Generation,80.0,275900.0,29.0,,255039560740.0,18310.0
31134,male,Netherlands,1990,15-24 years,Generation X,98.0,1195500.0,8.2,829.0,314267667675.0,22425.0
31135,male,Netherlands,1990,25-34 years,Boomers,204.0,1287400.0,15.85,829.0,314267667675.0,22425.0
31136,male,Netherlands,1990,35-54 years,Silent,322.0,2065400.0,15.59,829.0,314267667675.0,22425.0
31137,male,Netherlands,1990,5-14 years,Generation X,5.0,915200.0,0.55,829.0,314267667675.0,22425.0
31138,male,Netherlands,1990,55-74 years,G.I. Generation,185.0,1167900.0,15.84,829.0,314267667675.0,22425.0
31139,male,Netherlands,1990,75+ years,G.I. Generation,95.0,279100.0,34.04,829.0,314267667675.0,22425.0
31140,male,Netherlands,1991,15-24 years,Generation X,114.0,1167200.0,9.77,,323320449906.0,22906.0
31141,male,Netherlands,1991,25-34 years,Boomers,198.0,1305600.0,15.17,,323320449906.0,22906.0
31142,male,Netherlands,1991,35-54 years,Boomers,374.0,2106700.0,17.75,,323320449906.0,22906.0
31143,male,Netherlands,1991,5-14 years,Millenials,3.0,918500.0,0.33,,323320449906.0,22906.0
31144,male,Netherlands,1991,55-74 years,Silent,225.0,1181700.0,19.04,,323320449906.0,22906.0
31145,male,Netherlands,1991,75+ years,G.I. Generation,119.0,282200.0,42.17,,323320449906.0,22906.0
31146,male,Netherlands,1992,15-24 years,Generation X,103.0,1138000.0,9.05,,358330385840.0,25205.0
31147,male,Netherlands,1992,25-34 years,Boomers,208.0,1318100.0,15.78,,358330385840.0,25205.0
31148,male,Netherlands,1992,35-54 years,Boomers,381.0,2149600.0,17.72,,358330385840.0,25205.0
31149,male,Netherlands,1992,5-14 years,Millenials,1.0,925300.0,0.11,,358330385840.0,25205.0
31150,male,Netherlands,1992,55-74 years,Silent,242.0,1196700.0,20.22,,358330385840.0,25205.0
31151,male,Netherlands,1992,75+ years,G.I. Generation,106.0,285300.0,37.15,,358330385840.0,25205.0
31152,male,Netherlands,1993,15-24 years,Generation X,115.0,1107600.0,10.38,,349037818106.0,24385.0
31153,male,Netherlands,1993,25-34 years,Boomers,216.0,1327900.0,16.27,,349037818106.0,24385.0
31154,male,Netherlands,1993,35-54 years,Boomers,361.0,2191300.0,16.47,,349037818106.0,24385.0
31155,male,Netherlands,1993,5-14 years,Millenials,3.0,933300.0,0.32,,349037818106.0,24385.0
31156,male,Netherlands,1993,55-74 years,Silent,239.0,1213500.0,19.7,,349037818106.0,24385.0
31157,male,Netherlands,1993,75+ years,G.I. Generation,86.0,287400.0,29.92,,349037818106.0,24385.0
31158,male,Netherlands,1994,15-24 years,Generation X,98.0,1072500.0,9.14,,374291430318.0,25997.0
31159,male,Netherlands,1994,25-34 years,Boomers,216.0,1335500.0,16.17,,374291430318.0,25997.0
31160,male,Netherlands,1994,35-54 years,Boomers,415.0,2231800.0,18.59,,374291430318.0,25997.0
31161,male,Netherlands,1994,5-14 years,Millenials,3.0,941100.0,0.32,,374291430318.0,25997.0
31162,male,Netherlands,1994,55-74 years,Silent,254.0,1232600.0,20.61,,374291430318.0,25997.0
31163,male,Netherlands,1994,75+ years,G.I. Generation,98.0,289300.0,33.87,,374291430318.0,25997.0
31164,male,Netherlands,1995,15-24 years,Generation X,95.0,1036300.0,9.17,861.0,446528959649.0,30850.0
31165,male,Netherlands,1995,25-34 years,Generation X,194.0,1339800.0,14.48,861.0,446528959649.0,30850.0
31166,male,Netherlands,1995,35-54 years,Boomers,404.0,2270500.0,17.79,861.0,446528959649.0,30850.0
31167,male,Netherlands,1995,5-14 years,Millenials,5.0,949500.0,0.53,861.0,446528959649.0,30850.0
31168,male,Netherlands,1995,55-74 years,Silent,226.0,1249500.0,18.09,861.0,446528959649.0,30850.0
31169,male,Netherlands,1995,75+ years,G.I. Generation,76.0,295400.0,25.73,861.0,446528959649.0,30850.0
31170,male,Netherlands,1996,15-24 years,Generation X,85.0,1006800.0,8.44,,445704575163.0,30625.0
31171,male,Netherlands,1996,25-34 years,Generation X,226.0,1336900.0,16.9,,445704575163.0,30625.0
31172,male,Netherlands,1996,35-54 years,Boomers,419.0,2308800.0,18.15,,445704575163.0,30625.0
31173,male,Netherlands,1996,5-14 years,Millenials,4.0,959800.0,0.42,,445704575163.0,30625.0
31174,male,Netherlands,1996,55-74 years,Silent,207.0,1263600.0,16.38,,445704575163.0,30625.0
31175,male,Netherlands,1996,75+ years,G.I. Generation,102.0,303800.0,33.57,,445704575163.0,30625.0
31176,male,Netherlands,1997,15-24 years,Generation X,111.0,982900.0,11.29,,412199006099.0,28156.0
31177,male,Netherlands,1997,25-34 years,Generation X,210.0,1327000.0,15.83,,412199006099.0,28156.0
31178,male,Netherlands,1997,35-54 years,Boomers,398.0,2348800.0,16.94,,412199006099.0,28156.0
31179,male,Netherlands,1997,5-14 years,Millenials,11.0,971900.0,1.13,,412199006099.0,28156.0
31180,male,Netherlands,1997,55-74 years,Silent,206.0,1279200.0,16.1,,412199006099.0,28156.0
31181,male,Netherlands,1997,75+ years,G.I. Generation,106.0,311700.0,34.01,,412199006099.0,28156.0
31182,male,Netherlands,1998,15-24 years,Generation X,89.0,967100.0,9.2,,432476116419.0,29351.0
31183,male,Netherlands,1998,25-34 years,Generation X,226.0,1308900.0,17.27,,432476116419.0,29351.0
31184,male,Netherlands,1998,35-54 years,Boomers,375.0,2387900.0,15.7,,432476116419.0,29351.0
31185,male,Netherlands,1998,5-14 years,Millenials,6.0,984900.0,0.61,,432476116419.0,29351.0
31186,male,Netherlands,1998,55-74 years,Silent,205.0,1300000.0,15.77,,432476116419.0,29351.0
31187,male,Netherlands,1998,75+ years,G.I. Generation,101.0,320300.0,31.53,,432476116419.0,29351.0
31188,male,Netherlands,1999,15-24 years,Generation X,82.0,960000.0,8.54,,441975282335.0,29799.0
31189,male,Netherlands,1999,25-34 years,Generation X,193.0,1281700.0,15.06,,441975282335.0,29799.0
31190,male,Netherlands,1999,35-54 years,Boomers,427.0,2424400.0,17.61,,441975282335.0,29799.0
31191,male,Netherlands,1999,5-14 years,Millenials,7.0,997200.0,0.7,,441975282335.0,29799.0
31192,male,Netherlands,1999,55-74 years,Silent,218.0,1326500.0,16.43,,441975282335.0,29799.0
31193,male,Netherlands,1999,75+ years,G.I. Generation,89.0,328400.0,27.1,,441975282335.0,29799.0
31194,male,Netherlands,2000,15-24 years,Generation X,90.0,960741.0,9.37,877.0,412807259996.0,27644.0
31195,male,Netherlands,2000,25-34 years,Generation X,162.0,1251135.0,12.95,877.0,412807259996.0,27644.0
31196,male,Netherlands,2000,35-54 years,Boomers,440.0,2462006.0,17.87,877.0,412807259996.0,27644.0
31197,male,Netherlands,2000,5-14 years,Millenials,5.0,1006683.0,0.5,877.0,412807259996.0,27644.0
31198,male,Netherlands,2000,55-74 years,Silent,208.0,1354147.0,15.36,877.0,412807259996.0,27644.0
31199,male,Netherlands,2000,75+ years,G.I. Generation,95.0,335400.0,28.32,877.0,412807259996.0,27644.0
31200,male,Netherlands,2001,15-24 years,Millenials,71.0,968251.0,7.33,,426573601790.0,28366.0
31201,male,Netherlands,2001,25-34 years,Generation X,183.0,1222239.0,14.97,,426573601790.0,28366.0
31202,male,Netherlands,2001,35-54 years,Boomers,452.0,2481934.0,18.21,,426573601790.0,28366.0
31203,male,Netherlands,2001,5-14 years,Millenials,1.0,1012887.0,0.1,,426573601790.0,28366.0
31204,male,Netherlands,2001,55-74 years,Silent,208.0,1397177.0,14.89,,426573601790.0,28366.0
31205,male,Netherlands,2001,75+ years,Silent,95.0,342815.0,27.71,,426573601790.0,28366.0
31206,male,Netherlands,2002,15-24 years,Millenials,80.0,978378.0,8.18,,465368906456.0,30757.0
31207,male,Netherlands,2002,25-34 years,Generation X,179.0,1191890.0,15.02,,465368906456.0,30757.0
31208,male,Netherlands,2002,35-54 years,Boomers,482.0,2481771.0,19.42,,465368906456.0,30757.0
31209,male,Netherlands,2002,5-14 years,Millenials,5.0,1015880.0,0.49,,465368906456.0,30757.0
31210,male,Netherlands,2002,55-74 years,Silent,227.0,1454558.0,15.61,,465368906456.0,30757.0
31211,male,Netherlands,2002,75+ years,Silent,90.0,350179.0,25.7,,465368906456.0,30757.0
31212,male,Netherlands,2003,15-24 years,Millenials,68.0,985449.0,6.9,,571863431151.0,37614.0
31213,male,Netherlands,2003,25-34 years,Generation X,165.0,1157639.0,14.25,,571863431151.0,37614.0
31214,male,Netherlands,2003,35-54 years,Boomers,459.0,2483688.0,18.48,,571863431151.0,37614.0
31215,male,Netherlands,2003,5-14 years,Millenials,2.0,1018379.0,0.2,,571863431151.0,37614.0
31216,male,Netherlands,2003,55-74 years,Silent,246.0,1504780.0,16.35,,571863431151.0,37614.0
31217,male,Netherlands,2003,75+ years,Silent,78.0,357715.0,21.81,,571863431151.0,37614.0
31218,male,Netherlands,2004,15-24 years,Millenials,72.0,988827.0,7.28,,650532654582.0,42614.0
31219,male,Netherlands,2004,25-34 years,Generation X,141.0,1118373.0,12.61,,650532654582.0,42614.0
31220,male,Netherlands,2004,35-54 years,Boomers,489.0,2492028.0,19.62,,650532654582.0,42614.0
31221,male,Netherlands,2004,5-14 years,Millenials,7.0,1021382.0,0.69,,650532654582.0,42614.0
31222,male,Netherlands,2004,55-74 years,Silent,230.0,1548535.0,14.85,,650532654582.0,42614.0
31223,male,Netherlands,2004,75+ years,Silent,83.0,366987.0,22.62,,650532654582.0,42614.0
31224,male,Netherlands,2005,15-24 years,Millenials,78.0,992090.0,7.86,891.0,678533764457.0,44289.0
31225,male,Netherlands,2005,25-34 years,Generation X,144.0,1078642.0,13.35,891.0,678533764457.0,44289.0
31226,male,Netherlands,2005,35-54 years,Boomers,503.0,2502562.0,20.1,891.0,678533764457.0,44289.0
31227,male,Netherlands,2005,5-14 years,Millenials,11.0,1021870.0,1.08,891.0,678533764457.0,44289.0
31228,male,Netherlands,2005,55-74 years,Silent,258.0,1587471.0,16.25,891.0,678533764457.0,44289.0
31229,male,Netherlands,2005,75+ years,Silent,80.0,377913.0,21.17,891.0,678533764457.0,44289.0
31230,male,Netherlands,2006,15-24 years,Millenials,91.0,996333.0,9.13,,726649102998.0,47281.0
31231,male,Netherlands,2006,25-34 years,Generation X,143.0,1044859.0,13.69,,726649102998.0,47281.0
31232,male,Netherlands,2006,35-54 years,Boomers,468.0,2508382.0,18.66,,726649102998.0,47281.0
31233,male,Netherlands,2006,5-14 years,Millenials,1.0,1019999.0,0.1,,726649102998.0,47281.0
31234,male,Netherlands,2006,55-74 years,Silent,248.0,1623656.0,15.27,,726649102998.0,47281.0
31235,male,Netherlands,2006,75+ years,Silent,95.0,389546.0,24.39,,726649102998.0,47281.0
31236,male,Netherlands,2007,15-24 years,Millenials,72.0,1003453.0,7.18,,839419655078.0,54418.0
31237,male,Netherlands,2007,25-34 years,Generation X,114.0,1018680.0,11.19,,839419655078.0,54418.0
31238,male,Netherlands,2007,35-54 years,Boomers,427.0,2508053.0,17.03,,839419655078.0,54418.0
31239,male,Netherlands,2007,5-14 years,Generation Z,5.0,1018393.0,0.49,,839419655078.0,54418.0
31240,male,Netherlands,2007,55-74 years,Silent,250.0,1660580.0,15.05,,839419655078.0,54418.0
31241,male,Netherlands,2007,75+ years,Silent,76.0,401873.0,18.91,,839419655078.0,54418.0
31242,male,Netherlands,2008,15-24 years,Millenials,67.0,1014326.0,6.61,,936228211513.0,60375.0
31243,male,Netherlands,2008,25-34 years,Generation X,119.0,1005566.0,11.83,,936228211513.0,60375.0
31244,male,Netherlands,2008,35-54 years,Boomers,462.0,2502579.0,18.46,,936228211513.0,60375.0
31245,male,Netherlands,2008,5-14 years,Generation Z,5.0,1018474.0,0.49,,936228211513.0,60375.0
31246,male,Netherlands,2008,55-74 years,Silent,252.0,1698728.0,14.83,,936228211513.0,60375.0
31247,male,Netherlands,2008,75+ years,Silent,86.0,414420.0,20.75,,936228211513.0,60375.0
31248,male,Netherlands,2009,15-24 years,Millenials,77.0,1025904.0,7.51,,857932759100.0,54988.0
31249,male,Netherlands,2009,25-34 years,Generation X,115.0,1003333.0,11.46,,857932759100.0,54988.0
31250,male,Netherlands,2009,35-54 years,Boomers,484.0,2493610.0,19.41,,857932759100.0,54988.0
31251,male,Netherlands,2009,5-14 years,Generation Z,6.0,1017952.0,0.59,,857932759100.0,54988.0
31252,male,Netherlands,2009,55-74 years,Silent,290.0,1737021.0,16.7,,857932759100.0,54988.0
31253,male,Netherlands,2009,75+ years,Silent,96.0,427097.0,22.48,,857932759100.0,54988.0
31254,male,Netherlands,2010,15-24 years,Millenials,97.0,1034368.0,9.38,909.0,836389937229.0,53302.0
31255,male,Netherlands,2010,25-34 years,Generation X,115.0,1005583.0,11.44,909.0,836389937229.0,53302.0
31256,male,Netherlands,2010,35-54 years,Generation X,496.0,2479310.0,20.01,909.0,836389937229.0,53302.0
31257,male,Netherlands,2010,5-14 years,Generation Z,5.0,1015895.0,0.49,909.0,836389937229.0,53302.0
31258,male,Netherlands,2010,55-74 years,Silent,332.0,1774913.0,18.71,909.0,836389937229.0,53302.0
31259,male,Netherlands,2010,75+ years,Silent,82.0,440573.0,18.61,909.0,836389937229.0,53302.0
31260,male,Netherlands,2011,15-24 years,Millenials,85.0,1039605.0,8.18,919.0,893757287202.0,56667.0
31261,male,Netherlands,2011,25-34 years,Millenials,138.0,1010996.0,13.65,919.0,893757287202.0,56667.0
31262,male,Netherlands,2011,35-54 years,Generation X,504.0,2459735.0,20.49,919.0,893757287202.0,56667.0
31263,male,Netherlands,2011,5-14 years,Generation Z,3.0,1013127.0,0.3,919.0,893757287202.0,56667.0
31264,male,Netherlands,2011,55-74 years,Boomers,316.0,1813398.0,17.43,919.0,893757287202.0,56667.0
31265,male,Netherlands,2011,75+ years,Silent,91.0,455083.0,20.0,919.0,893757287202.0,56667.0
31266,male,Netherlands,2012,15-24 years,Millenials,97.0,1041845.0,9.31,0.92,828946812397.0,52334.0
31267,male,Netherlands,2012,25-34 years,Millenials,143.0,1017789.0,14.05,0.92,828946812397.0,52334.0
31268,male,Netherlands,2012,35-54 years,Generation X,532.0,2436155.0,21.84,0.92,828946812397.0,52334.0
31269,male,Netherlands,2012,5-14 years,Generation Z,4.0,1008342.0,0.4,0.92,828946812397.0,52334.0
31270,male,Netherlands,2012,55-74 years,Boomers,319.0,1852538.0,17.22,0.92,828946812397.0,52334.0
31271,male,Netherlands,2012,75+ years,Silent,91.0,469742.0,19.37,0.92,828946812397.0,52334.0
31272,male,Netherlands,2013,15-24 years,Millenials,93.0,1044562.0,8.9,0.92,866680000367.0,54510.0
31273,male,Netherlands,2013,25-34 years,Millenials,137.0,1024168.0,13.38,0.92,866680000367.0,54510.0
31274,male,Netherlands,2013,35-54 years,Generation X,555.0,2410644.0,23.02,0.92,866680000367.0,54510.0
31275,male,Netherlands,2013,5-14 years,Generation Z,4.0,1002074.0,0.4,0.92,866680000367.0,54510.0
31276,male,Netherlands,2013,55-74 years,Boomers,409.0,1890352.0,21.64,0.92,866680000367.0,54510.0
31277,male,Netherlands,2013,75+ years,Silent,109.0,485554.0,22.45,0.92,866680000367.0,54510.0
31278,male,Netherlands,2014,15-24 years,Millenials,81.0,1044562.0,7.75,922.0,879635084125.0,55325.0
31279,male,Netherlands,2014,25-34 years,Millenials,117.0,1024168.0,11.42,922.0,879635084125.0,55325.0
31280,male,Netherlands,2014,35-54 years,Generation X,563.0,2410644.0,23.35,922.0,879635084125.0,55325.0
31281,male,Netherlands,2014,5-14 years,Generation Z,1.0,1002074.0,0.1,922.0,879635084125.0,55325.0
31282,male,Netherlands,2014,55-74 years,Boomers,391.0,1890352.0,20.68,922.0,879635084125.0,55325.0
31283,male,Netherlands,2014,75+ years,Silent,97.0,485554.0,19.98,922.0,879635084125.0,55325.0
31284,male,Netherlands,2015,15-24 years,Millenials,89.0,1058675.0,8.41,,757999453314.0,47206.0
31285,male,Netherlands,2015,25-34 years,Millenials,146.0,1045012.0,13.97,,757999453314.0,47206.0
31286,male,Netherlands,2015,35-54 years,Generation X,499.0,2362263.0,21.12,,757999453314.0,47206.0
31287,male,Netherlands,2015,5-14 years,Generation Z,1.0,987750.0,0.1,,757999453314.0,47206.0
31288,male,Netherlands,2015,55-74 years,Boomers,418.0,1966083.0,21.26,,757999453314.0,47206.0
31289,male,Netherlands,2015,75+ years,Silent,129.0,523197.0,24.66,,757999453314.0,47206.0
31290,male,Netherlands,2016,15-24 years,Millenials,77.0,1067719.0,7.21,,777227541581.0,48108.0
31291,male,Netherlands,2016,25-34 years,Millenials,159.0,1061905.0,14.97,,777227541581.0,48108.0
31292,male,Netherlands,2016,35-54 years,Generation X,478.0,2341693.0,20.41,,777227541581.0,48108.0
31293,male,Netherlands,2016,5-14 years,,,,,,,
31294,male,Netherlands,2016,55-74 years,Boomers,436.0,2004642.0,21.75,,777227541581.0,48108.0
31295,male,Netherlands,2016,75+ years,Silent,123.0,541327.0,22.72,,777227541581.0,48108.0
31680,male,Norway,1985,15-24 years,,,,,,,
31681,male,Norway,1985,25-34 years,,,,,,,
31682,male,Norway,1985,35-54 years,,,,,,,
31683,male,Norway,1985,5-14 years,,,,,,,
31684,male,Norway,1985,55-74 years,,,,,,,
31685,male,Norway,1985,75+ years,,,,,,,
31686,male,Norway,1986,15-24 years,Generation X,69.0,336000.0,20.54,,78693253276.0,20117.0
31687,male,Norway,1986,25-34 years,Boomers,86.0,318200.0,27.03,,78693253276.0,20117.0
31688,male,Norway,1986,35-54 years,Silent,137.0,500900.0,27.35,,78693253276.0,20117.0
31689,male,Norway,1986,5-14 years,Generation X,7.0,288100.0,2.43,,78693253276.0,20117.0
31690,male,Norway,1986,55-74 years,G.I. Generation,101.0,383100.0,26.36,,78693253276.0,20117.0
31691,male,Norway,1986,75+ years,G.I. Generation,19.0,102800.0,18.48,,78693253276.0,20117.0
31692,male,Norway,1987,15-24 years,Generation X,80.0,339300.0,23.58,,94230055659.0,23980.0
31693,male,Norway,1987,25-34 years,Boomers,94.0,321100.0,29.27,,94230055659.0,23980.0
31694,male,Norway,1987,35-54 years,Silent,149.0,511400.0,29.14,,94230055659.0,23980.0
31695,male,Norway,1987,5-14 years,Generation X,3.0,281600.0,1.07,,94230055659.0,23980.0
31696,male,Norway,1987,55-74 years,G.I. Generation,125.0,379500.0,32.94,,94230055659.0,23980.0
31697,male,Norway,1987,75+ years,G.I. Generation,35.0,105000.0,33.33,,94230055659.0,23980.0
31698,male,Norway,1988,15-24 years,Generation X,91.0,341500.0,26.65,,101900260856.0,25820.0
31699,male,Norway,1988,25-34 years,Boomers,102.0,324400.0,31.44,,101900260856.0,25820.0
31700,male,Norway,1988,35-54 years,Silent,163.0,523400.0,31.14,,101900260856.0,25820.0
31701,male,Norway,1988,5-14 years,Generation X,5.0,276000.0,1.81,,101900260856.0,25820.0
31702,male,Norway,1988,55-74 years,G.I. Generation,113.0,375200.0,30.12,,101900260856.0,25820.0
31703,male,Norway,1988,75+ years,G.I. Generation,36.0,106900.0,33.68,,101900260856.0,25820.0
31704,male,Norway,1989,15-24 years,Generation X,88.0,339300.0,25.94,,102633789558.0,25945.0
31705,male,Norway,1989,25-34 years,Boomers,83.0,327000.0,25.38,,102633789558.0,25945.0
31706,male,Norway,1989,35-54 years,Silent,162.0,535000.0,30.28,,102633789558.0,25945.0
31707,male,Norway,1989,5-14 years,Generation X,1.0,271400.0,0.37,,102633789558.0,25945.0
31708,male,Norway,1989,55-74 years,G.I. Generation,106.0,370500.0,28.61,,102633789558.0,25945.0
31709,male,Norway,1989,75+ years,G.I. Generation,41.0,108700.0,37.72,,102633789558.0,25945.0
31710,male,Norway,1990,15-24 years,Generation X,74.0,334200.0,22.14,849.0,119791683308.0,30240.0
31711,male,Norway,1990,25-34 years,Boomers,92.0,329000.0,27.96,849.0,119791683308.0,30240.0
31712,male,Norway,1990,35-54 years,Silent,159.0,546500.0,29.09,849.0,119791683308.0,30240.0
31713,male,Norway,1990,5-14 years,Generation X,4.0,268100.0,1.49,849.0,119791683308.0,30240.0
31714,male,Norway,1990,55-74 years,G.I. Generation,125.0,365800.0,34.17,849.0,119791683308.0,30240.0
31715,male,Norway,1990,75+ years,G.I. Generation,34.0,110100.0,30.88,849.0,119791683308.0,30240.0
31716,male,Norway,1991,15-24 years,Generation X,90.0,328700.0,27.38,,121872464483.0,30678.0
31717,male,Norway,1991,25-34 years,Boomers,92.0,331500.0,27.75,,121872464483.0,30678.0
31718,male,Norway,1991,35-54 years,Boomers,162.0,558800.0,28.99,,121872464483.0,30678.0
31719,male,Norway,1991,5-14 years,Millenials,4.0,267100.0,1.5,,121872464483.0,30678.0
31720,male,Norway,1991,55-74 years,Silent,120.0,361500.0,33.2,,121872464483.0,30678.0
31721,male,Norway,1991,75+ years,G.I. Generation,31.0,111400.0,27.83,,121872464483.0,30678.0
31722,male,Norway,1992,15-24 years,Generation X,91.0,322300.0,28.23,,130838040068.0,32793.0
31723,male,Norway,1992,25-34 years,Boomers,78.0,335000.0,23.28,,130838040068.0,32793.0
31724,male,Norway,1992,35-54 years,Boomers,142.0,570900.0,24.87,,130838040068.0,32793.0
31725,male,Norway,1992,5-14 years,Millenials,4.0,268100.0,1.49,,130838040068.0,32793.0
31726,male,Norway,1992,55-74 years,Silent,98.0,358100.0,27.37,,130838040068.0,32793.0
31727,male,Norway,1992,75+ years,G.I. Generation,36.0,113200.0,31.8,,130838040068.0,32793.0
31728,male,Norway,1993,15-24 years,Generation X,69.0,315200.0,21.89,,120579072751.0,30066.0
31729,male,Norway,1993,25-34 years,Boomers,85.0,338500.0,25.11,,120579072751.0,30066.0
31730,male,Norway,1993,35-54 years,Boomers,162.0,582800.0,27.8,,120579072751.0,30066.0
31731,male,Norway,1993,5-14 years,Millenials,5.0,271000.0,1.85,,120579072751.0,30066.0
31732,male,Norway,1993,55-74 years,Silent,86.0,355100.0,24.22,,120579072751.0,30066.0
31733,male,Norway,1993,75+ years,G.I. Generation,42.0,114900.0,36.55,,120579072751.0,30066.0
31734,male,Norway,1994,15-24 years,Generation X,64.0,307600.0,20.81,,127131461120.0,31520.0
31735,male,Norway,1994,25-34 years,Boomers,84.0,341700.0,24.58,,127131461120.0,31520.0
31736,male,Norway,1994,35-54 years,Boomers,131.0,594400.0,22.04,,127131461120.0,31520.0
31737,male,Norway,1994,5-14 years,Millenials,6.0,275100.0,2.18,,127131461120.0,31520.0
31738,male,Norway,1994,55-74 years,Silent,69.0,353600.0,19.51,,127131461120.0,31520.0
31739,male,Norway,1994,75+ years,G.I. Generation,25.0,116200.0,21.51,,127131461120.0,31520.0
31740,male,Norway,1995,15-24 years,Generation X,68.0,300400.0,22.64,883.0,152027402450.0,37483.0
31741,male,Norway,1995,25-34 years,Generation X,76.0,344100.0,22.09,883.0,152027402450.0,37483.0
31742,male,Norway,1995,35-54 years,Boomers,137.0,604700.0,22.66,883.0,152027402450.0,37483.0
31743,male,Norway,1995,5-14 years,Millenials,7.0,279700.0,2.5,883.0,152027402450.0,37483.0
31744,male,Norway,1995,55-74 years,Silent,94.0,351900.0,26.71,883.0,152027402450.0,37483.0
31745,male,Norway,1995,75+ years,G.I. Generation,29.0,118700.0,24.43,883.0,152027402450.0,37483.0
31746,male,Norway,1996,15-24 years,Generation X,62.0,293600.0,21.12,,163517783497.0,40098.0
31747,male,Norway,1996,25-34 years,Generation X,80.0,345900.0,23.13,,163517783497.0,40098.0
31748,male,Norway,1996,35-54 years,Boomers,122.0,614800.0,19.84,,163517783497.0,40098.0
31749,male,Norway,1996,5-14 years,Millenials,6.0,284800.0,2.11,,163517783497.0,40098.0
31750,male,Norway,1996,55-74 years,Silent,82.0,349700.0,23.45,,163517783497.0,40098.0
31751,male,Norway,1996,75+ years,G.I. Generation,37.0,121700.0,30.4,,163517783497.0,40098.0
31752,male,Norway,1997,15-24 years,Generation X,58.0,287200.0,20.19,,161354369893.0,39335.0
31753,male,Norway,1997,25-34 years,Generation X,57.0,347800.0,16.39,,161354369893.0,39335.0
31754,male,Norway,1997,35-54 years,Boomers,133.0,624300.0,21.3,,161354369893.0,39335.0
31755,male,Norway,1997,5-14 years,Millenials,3.0,290100.0,1.03,,161354369893.0,39335.0
31756,male,Norway,1997,55-74 years,Silent,90.0,349500.0,25.75,,161354369893.0,39335.0
31757,male,Norway,1997,75+ years,G.I. Generation,46.0,123900.0,37.13,,161354369893.0,39335.0
31758,male,Norway,1998,15-24 years,Generation X,67.0,282300.0,23.73,,154165219812.0,37334.0
31759,male,Norway,1998,25-34 years,Generation X,93.0,349300.0,26.62,,154165219812.0,37334.0
31760,male,Norway,1998,35-54 years,Boomers,132.0,632200.0,20.88,,154165219812.0,37334.0
31761,male,Norway,1998,5-14 years,Millenials,5.0,295200.0,1.69,,154165219812.0,37334.0
31762,male,Norway,1998,55-74 years,Silent,77.0,352100.0,21.87,,154165219812.0,37334.0
31763,male,Norway,1998,75+ years,G.I. Generation,25.0,126100.0,19.83,,154165219812.0,37334.0
31764,male,Norway,1999,15-24 years,Generation X,79.0,278738.0,28.34,,162286003693.0,39013.0
31765,male,Norway,1999,25-34 years,Generation X,91.0,349023.0,26.07,,162286003693.0,39013.0
31766,male,Norway,1999,35-54 years,Boomers,135.0,639018.0,21.13,,162286003693.0,39013.0
31767,male,Norway,1999,5-14 years,Millenials,1.0,300904.0,0.33,,162286003693.0,39013.0
31768,male,Norway,1999,55-74 years,Silent,99.0,357547.0,27.69,,162286003693.0,39013.0
31769,male,Norway,1999,75+ years,G.I. Generation,25.0,127946.0,19.54,,162286003693.0,39013.0
31770,male,Norway,2000,15-24 years,Generation X,70.0,276727.0,25.3,917.0,171315639983.0,41099.0
31771,male,Norway,2000,25-34 years,Generation X,80.0,336252.0,23.79,917.0,171315639983.0,41099.0
31772,male,Norway,2000,35-54 years,Boomers,151.0,644550.0,23.43,917.0,171315639983.0,41099.0
31773,male,Norway,2000,5-14 years,Millenials,4.0,306438.0,1.31,917.0,171315639983.0,41099.0
31774,male,Norway,2000,55-74 years,Silent,77.0,365883.0,21.04,917.0,171315639983.0,41099.0
31775,male,Norway,2000,75+ years,G.I. Generation,27.0,129167.0,20.9,917.0,171315639983.0,41099.0
31776,male,Norway,2001,15-24 years,Millenials,61.0,276255.0,22.08,,174003247439.0,41281.0
31777,male,Norway,2001,25-34 years,Generation X,76.0,341767.0,22.24,,174003247439.0,41281.0
31778,male,Norway,2001,35-54 years,Boomers,145.0,647594.0,22.39,,174003247439.0,41281.0
31779,male,Norway,2001,5-14 years,Millenials,0.0,310993.0,0.0,,174003247439.0,41281.0
31780,male,Norway,2001,55-74 years,Silent,90.0,376658.0,23.89,,174003247439.0,41281.0
31781,male,Norway,2001,75+ years,Silent,39.0,130190.0,29.96,,174003247439.0,41281.0
31782,male,Norway,2002,15-24 years,Millenials,49.0,277736.0,17.64,,195418347153.0,46049.0
31783,male,Norway,2002,25-34 years,Generation X,74.0,335566.0,22.05,,195418347153.0,46049.0
31784,male,Norway,2002,35-54 years,Boomers,116.0,650114.0,17.84,,195418347153.0,46049.0
31785,male,Norway,2002,5-14 years,Millenials,2.0,315265.0,0.63,,195418347153.0,46049.0
